comp gfa{AM,AC,CR}
B10Fe82Zr8 AM
B10Fe85Zr5 AM
B10Fe87Zr3 AM
B11Fe84Zr5 AM
B12Fe78Zr10 AM
B12Fe80Zr8 AM
B12Fe88Zr0 AM
B13Fe72Zr15 AM
B13Fe75Zr12 AM
B13Fe82Zr5 AM
B14Fe78Zr8 AM
B14Fe80Zr6 AM
B15Fe75Zr10 AM
B15Fe78Zr7 AM
B15Fe79Zr6 AM
B15Fe80Zr5 AM
B15Fe82Zr3 AM
B15Fe83Zr2 AM
B16Fe78Zr6 AM
B16Fe80Zr4 AM
B17Fe75Zr8 AM
B17Fe78Zr5 AM
B17Fe80Zr3 AM
B18Fe80Zr2 AM
B19Fe78Zr3 AM
B20Fe70Zr10 AM
B20Fe72Zr8 AM
B20Fe75Zr5 AM
B20Fe80Zr0 AM
B22Fe68Zr10 AM
B22Fe70Zr8 AM
B22Fe73Zr5 AM
B22Fe75Zr3 AM
B22Fe78Zr0 AM
B25Fe70Zr5 AM
B7Fe88Zr5 AC
B10Fe88Zr2 AC
B0Fe87Zr13 CR
B0Fe92Zr8 CR
B5Fe90Zr5 CR
B8Fe90Zr2 CR
B3Fe90Zr7 AM
B2Fe91Zr7 AM
B4Fe89Zr7 AM
B6Fe87Zr7 AM
B8Fe85Zr7 AM
B3Fe90Zr7 AM
B0Fe92Zr8 AM
B2Fe91Zr7 AM
B2Fe91Zr7 AM
B4Fe89Zr7 AM
B6Fe87Zr7 AM
B12Fe81Zr7 AM
B14Fe86Zr0 AM
B16Fe77Zr7 AM
B17Mo12.5Ni70.5 AM
B17Mo14.5Ni68.5 AM
B17Mo16.5Ni66.5 AM
B10Mo80P10 AM
B20Mo24Rh56 AM
B10Mo70Si20 AM
B7.5Mo70Si22.5 AM
B10Mo70Si20 AM
B10Mo75Si15 AM
B12Mo71Si17 AM
B12Mo78Si10 AM
B15Mo70Si15 AM
B15Mo75Si10 AM
B17Mo73Si10 AM
B17Mo75Si8 AM
B17.5Mo70Si12.5 AM
B20Mo67.5Si12.5 AM
B20Mo70Si10 AM
B20Mo72.5Si7.5 AM
B20Mo75Si5 AM
B22Mo68Si10 AM
B22Mo70Si8 AM
B25Mo65Si10 AM
B20Mo65Si15 AC
B5Mo70Si25 CR
B5Mo75Si20 CR
B5Mo80Si15 CR
B5Mo85Si10 CR
B5Mo90Si5 CR
B10Mo65Si25 CR
B10Mo80Si10 CR
B10Mo85Si5 CR
B10Mo90Si0 CR
B15Mo65Si20 CR
B15Mo80Si5 CR
B15Mo85Si0 CR
B20Mo60Si20 CR
B20Mo77.5Si2.5 CR
B20Mo80Si0 CR
B25Mo60Si15 CR
B25Mo70Si5 CR
B25Mo75Si0 CR
B30Mo60Si10 CR
B30Mo70Si0 CR
B17Nb5Ni78 AM
B17Nb8Ni75 AM
B17Nb10Ni73 AM
B17Nb11.5Ni71.5 AM
B17Nb16.5Ni66.5 AM
B5Ni80P15 AM
B10Ni80P10 AM
B0Ni81.5P18.5 AM
B1.8Ni81.5P16.7 AM
B5.5Ni81.5P13 AM
B11.1Ni81.5P7.4 AM
B14.8Ni81.5P3.7 AM
B16.7Ni81.5P1.8 AM
B18.5Ni81.5P0 AM
B6Ni80P14 AM
B10Ni76P14 AM
B12Ni74P14 AM
B15Ni71P14 AM
B2Ni81.5P16.5 AM
B5.5Ni81.5P13 AM
B6Ni80P14 AM
B10Ni76P14 AM
B12Ni81.5P6.5 AM
B15Ni71P14 AM
B15Ni81.5P3.5 AM
B17Ni81.5P1.5 AM
B18Ni80P2 AM
B10Ni76Si14 AM
B12Ni72Si16 AM
B13Ni72Si15 AM
B14Ni70Si16 AM
B14Ni76Si10 AM
B16Ni72Si12 AM
B17Ni69Si14 AM
B17Ni75Si8 AM
B20Ni72Si8 AM
B24Ni66Si10 AM
B24Ni68Si8 AM
B24Ni72Si4 AM
B28Ni66Si6 AM
B28Ni68Si4 AM
B28Ni69Si3 AM
B12Ni78Si10 CR
B14Ni80Si6 CR
B16Ni80Si4 CR
B20Ni76Si4 CR
B12Ni78Si10 AM
B10Ni76Si14 AM
B12Ni78Si10 AM
B13Ni72Si15 AM
B14Ni76Si10 AM
B16Ni72Si12 AM
B17Ni69Si14 AM
B17Ni75Si8 AM
B18Ni76Si6 AM
B20Ni68Si12 AM
B20Ni72Si8 AM
B20Ni76Si4 AM
B22Ni72Si6 AM
B24Ni66Si10 AM
B24Ni68Si8 AM
B24Ni72Si4 AM
B28Ni66Si6 AM
B28Ni68Si4 AM
B12Ni72Si16 AC
B14Ni70Si16 AC
B14Ni80Si6 AC
B16Ni80Si4 AC
B28Ni64Si8 AC
B28Ni69Si3 AC
B6Ni76Si18 CR
B7.5Ni76.5Si16 CR
B8Ni80Si12 CR
B10Ni72Si18 CR
B10Ni80Si10 CR
B12Ni80Si8 CR
B12Ni84Si4 CR
B13Ni69Si18 CR
B16Ni68Si16 CR
B16Ni84Si0 CR
B19Ni67Si14 CR
B20Ni65Si15 CR
B20Ni77.5Si2.5 CR
B20Ni80Si0 CR
B22Ni75.5Si2.5 CR
B24Ni64Si12 CR
B24Ni76Si0 CR
B25Ni72.5Si2.5 CR
B28Ni60Si12 CR
B28Ni72Si0 CR
B30Ni66Si4 CR
B30Ni70Si0 CR
B17Ni75Si8 AM
B12Ni78Si10 AM
B17Ni75Si8 AM
B12Ni78Si10 AM
B10Ni80Si10 AM
B12Ni76Si12 AM
B14Ni78Si8 AM
B10Ni75Si15 AM
B11Ni78Si11 AM
B12.5Ni75Si12.5 AM
B14Ni72Si14 AM
B15Ni75Si10 AM
B17Ni68Si15 AM
B17.5Ni75Si7.5 AM
B20Ni75Si5 AM
B14Ni78Si8 AM
B21Ni72Si7 AM
B22.5Ni70Si7.5 AM
B24Ni68Si8 AM
B25.5Ni66Si8.5 AM
B10Ni75Si15 AM
B12.5Ni75Si12.5 AM
B14Ni78Si8 AM
B15Ni75Si10 AM
B17.5Ni75Si7.5 AM
B20Ni75Si5 AM
B17Ni76Si7 AM
B10Ni80Si10 AM
B10Ni75Si15 AM
B10Ni80Si10 AM
B15Ni75Si10 AM
B17Ni80Si3 AM
B20Ni65Si15 AM
B20Ni75Si5 AM
B21Ni67Si12 AM
B26Ni72Si2 AM
B27Ni70Si3 AM
B17Ni73Si10 AM
B12Ni78Si10 AM
B17Ni70Ta13 AM
B17Ni71Ta12 AM
B17Ni73Ta10 AM
B8Ni30Ti62 AM
B10Ni20Ti70 AM
B18.2Ni78Ti3.8 AM
B19.1Ni78.8Ti2.1 AM
B17Ni66.5W16.5 AM
B17Ni68.5W14.5 AM
B17Ni70.5W12.5 AM
B17Ni75W8 AM
B17Ni73Zr10 AM
B17Ni78Zr5 AM
B0Ni67Zr33 AM
B10Ni30Zr60 AM
B16Ni28Zr56 AM
B0Ni40Zr60 AM
B2Ni38Zr60 AM
B4Ni36Zr60 AM
B6Ni34Zr60 AM
B8Ni32Zr60 AM
B10Ni30Zr60 AM
B16Ni24Zr60 AM
B4Pd80Si16 AM
B10Si20W70 AM
Ba0Cu27La73 AM
Ba0Cu37.5La62.5 AM
Ba1Cu38La61 AM
Ba2Cu27La71 AM
Ba2Cu39La59 AM
Ba3Cu40La57 AM
Ba3Cu41La56 AM
Ba4Cu27La69 AM
Ba4Cu42La54 AM
Ba4.5Cu27.5La68 AM
Ba5Cu42La53 AM
Ba7Cu28La65 AM
Ba7Cu41.5La51.5 AM
Ba7.5Cu29La63.5 AM
Ba8Cu30La62 AM
Ba8Cu40La52 AM
Ba9Cu31La60 AM
Ba9Cu39La52 AM
Ba9.5Cu38La52.5 AM
Ba10Cu32La58 AM
Ba10Cu33.5La56.5 AM
Ba10Cu35La55 AM
Ba10Cu36.5La53.5 AM
Ba67Cu5La28 AM
Be43Hf5Zr52 AM
Be43Hf25Zr32 AM
Be43Hf54Zr3 AM
Be30Nb0Zr70 AM
Be30Nb5Zr65 AM
Be32.5Nb2.5Zr65 AM
Be32.5Nb5Zr62.5 AM
Be35Nb0Zr65 AM
Be35Nb2.5Zr62.5 AM
Be35Nb5Zr60 AM
Be35Nb10Zr55 AM
Be40Nb0Zr60 AM
Be45Nb0Zr55 AM
Be50Nb0Zr50 AM
Be20Nb10Zr70 AC
Be20Nb15Zr65 AC
Be20Nb20Zr60 AC
Be25Nb10Zr65 AC
Be25Nb15Zr60 AC
Be32.5Nb0Zr67.5 AM
Be32.5Nb2.5Zr65 AM
Be32.5Nb4Zr63.5 AM
Be32.5Nb5Zr62.5 AM
Be0Si20Ti80 AM
Be20Si10Ti70 AM
Be25Si5Ti70 AM
Be30Si5Ti65 AM
Be35Si5Ti60 AM
Be37Si0Ti63 AM
Be38Si0Ti62 AM
Be39Si0Ti61 AM
Be40Si0Ti60 AM
Be0Si15Ti85 AC
Be0Si25Ti75 AC
Be15Si10Ti75 AC
Be15Si15Ti70 AC
Be20Si5Ti75 AC
Be20Si15Ti65 AC
Be25Si10Ti65 AC
Be30Si0Ti70 AC
Be30Si10Ti60 AC
Be35Si0Ti65 AC
Be35Si10Ti55 AC
Be40Si5Ti55 AC
Be43Si0Ti57 AC
Be45Si0Ti55 AC
Be45Si5Ti50 AC
Be10Si15Ti75 CR
Be25Si15Ti60 CR
Be30Si15Ti55 CR
Be35Si15Ti50 CR
Be40Si10Ti50 CR
Be40Ti50Zr10 AM
Be30Ti0Zr70 AM
Be35Ti0Zr65 AM
Be37.5Ti62.5Zr0 AM
Be40Ti0Zr60 AM
Be40Ti60Zr0 AM
Be41Ti59Zr0 AM
Be45Ti0Zr55 AM
Be50Ti0Zr50 AM
Be20Ti0Zr80 AC
Be20Ti80Zr0 AC
Be30Ti70Zr0 AC
Be42Ti58Zr0 AC
Be50Ti50Zr0 AC
Be2.5Ti0Zr97.5 CR
Be7.5Ti0Zr92.5 CR
Be10Ti0Zr90 CR
Be10Ti90Zr0 CR
Be40Ti50Zr10 AM
Be40Ti30Zr30 AM
C16Co36Cr48 AM
C18Co34Cr48 AM
C18Co38Cr44 AM
C18Co42Cr40 AM
C18Co44Cr38 AM
C18Co48Cr34 AM
C18Co52Cr30 AM
C18Co56Cr26 AM
C20Co36Cr44 AM
C20Co40Cr40 AM
C20Co44Cr36 AM
C20Co48Cr32 AM
C20Co52Cr28 AM
C22Co36Cr42 AM
C22Co40Cr38 AM
C22Co44Cr34 AM
C16Co44Cr40 AC
C16Co48Cr36 AC
C22Co48Cr30 AC
C14Co40Cr46 CR
C16Co52Cr32 CR
C16Co56Cr28 CR
C16Co60Cr24 CR
C18Co60Cr22 CR
C20Co56Cr24 CR
C22Co52Cr26 CR
C16Co48Mo36 AM
C16Co56Mo28 AM
C16Co60Mo24 AM
C16Co64Mo20 AM
C16Co68Mo16 AM
C16Co72Mo12 AM
C18Co46Mo36 AM
C18Co50Mo32 AM
C18Co54Mo28 AM
C18Co58Mo24 AM
C18Co62Mo20 AM
C18Co66Mo16 AM
C18Co70Mo12 AM
C18Co72Mo10 AM
C20Co44Mo36 AM
C20Co48Mo32 AM
C20Co52Mo28 AM
C20Co56Mo24 AM
C20Co60Mo20 AM
C20Co64Mo16 AM
C20Co68Mo12 AM
C20Co70Mo10 AM
C22Co46Mo32 AM
C22Co50Mo28 AM
C22Co54Mo24 AM
C22Co58Mo20 AM
C22Co62Mo16 AM
C22Co68Mo10 AM
C14Co62Mo24 AC
C16Co74Mo10 AC
C14Co46Mo40 CR
C14Co50Mo36 CR
C14Co70Mo16 CR
C14Co74Mo12 CR
C14Co76Mo10 CR
C18Co42Mo40 CR
C18Co74Mo8 CR
C10Co67.5Si22.5 AM
C12.5Co65Si22.5 AM
C12.5Co67.5Si20 AM
C15Co67.5Si17.5 AM
C17.5Co67.5Si15 AM
C10Co67.5Si22.5 AC
C10Co75Si15 AC
C20Co70Si10 AC
C0Co70Si30 CR
C0Co75Si25 CR
C0Co80Si20 CR
C0Co85Si15 CR
C0Co90Si10 CR
C0Co95Si5 CR
C0Co100Si0 CR
C5Co70Si25 CR
C5Co75Si20 CR
C5Co80Si15 CR
C10Co85Si5 CR
C10Co90Si0 CR
C15Co75Si10 CR
C15Co80Si5 CR
C15Co85Si0 CR
C20Co75Si5 CR
C20Co80Si0 CR
C14Co72W14 AM
C16Co70W14 AM
C16Co72W12 AM
C18Co70W12 AM
C14Co66W20 AC
C14Co70W16 AC
C16Co64W20 AC
C16Co68W16 AC
C16Co74W10 AC
C18Co62W20 AC
C18Co66W16 AC
C18Co68W14 AC
C12Co68W20 CR
C12Co74W14 CR
C14Co76W10 CR
C18Co58W24 CR
C18Co72W10 CR
C20Co68W12 CR
C20Co70W10 CR
C12.5Co72.5W15 AM
C14Co70W16 AM
C14Co72W14 AM
C15Co70W15 AM
C12.5Co67.5W20 AC
C12.5Co70W17.5 AC
C12.5Co72.5W15 AC
C12.5Co75W12.5 AC
C12.5Co77.5W10 AC
C15Co65W20 AC
C15Co67.5W17.5 AC
C15Co75W10 AC
C17.5Co65W17.5 AC
C20Co60W20 AC
C2.5Co95W2.5 CR
C5Co80W15 CR
C5Co85W10 CR
C5Co90W5 CR
C7.5Co77.5W15 CR
C7.5Co82.5W10 CR
C7.5Co85W7.5 CR
C10Co70W20 CR
C10Co75W15 CR
C10Co80W10 CR
C10Co82.5W7.5 CR
C10Co87.5W2.5 CR
C12.5Co80W7.5 CR
C12.5Co85W2.5 CR
C15Co77.5W7.5 CR
C15Co80W5 CR
C18Co72W10 CR
C18Co74.5W7.5 CR
C18Co77W5 CR
C20Co65W15 CR
C20Co70W10 CR
C20Co75W5 CR
C18Cr26Fe56 AM
C18Cr28Fe54 AM
C18Cr32Fe50 AM
C18Cr36Fe46 AM
C18Cr40Fe42 AM
C18Cr30Fe52 AM
C18Cr40Fe42 AM
C20Cr22Fe58 AC
C5Cr5Fe90 CR
C8Cr20Fe72 CR
C8Cr40Fe52 CR
C10Cr15Fe75 CR
C13Cr40Fe47 CR
C14Cr28Fe58 CR
C14Cr40Fe46 CR
C15Cr10Fe75 CR
C18Fe66Mo16 AM
C18Fe70Mo12 AM
C18Fe62Mo20 AM
C18Fe66Mo16 AM
C18Fe70Mo12 AM
C18Fe74Mo8 AM
C6Fe76Mo18 AM
C6Fe76Mo18 AM
C8Fe75Mo17 AM
C8Fe75Mo17 AM
C12Fe71Mo17 AM
C12Fe71Mo17 AM
C16Fe67Mo17 AM
C16Fe67Mo17 AM
C20Fe63Mo17 AM
C20Fe63Mo17 AM
C24Fe59Mo17 AM
C24Fe59Mo17 AM
C2.5Fe82.5P15 AM
C3.5Fe81.5P15 AM
C4.5Fe80.5P15 AM
C6.5Fe77.5P16 AM
C6.5Fe78.5P15 AM
C6.5Fe78.5P15 AM
C6.5Fe80.5P13 AM
C6.5Fe82P11.5 AM
C9Fe76P15 AM
C10Fe75P15 AM
C7Fe80P13 AM
C8Fe77P15 AM
C2.5Fe80P17.5 AM
C5Fe75P20 AM
C5Fe77.5P17.5 AM
C5Fe80P15 AM
C7.5Fe72.5P20 AM
C7.5Fe75P17.5 AM
C7.5Fe77.5P15 AM
C7.5Fe80P12.5 AM
C10Fe72.5P17.5 AM
C10Fe75P15 AM
C10Fe77.5P12.5 AM
C10Fe80P10 AM
C12.5Fe72.5P15 AM
C12.5Fe75P12.5 AM
C12.5Fe77.5P10 AM
C12.5Fe80P7.5 AM
C15Fe72.5P12.5 AM
C15Fe75P10 AM
C15Fe77.5P7.5 AM
C17.5Fe72.5P10 AM
C17.5Fe75P7.5 AM
C5Fe82.5P12.5 AC
C7.5Fe82.5P10 AC
C10Fe82.5P7.5 AC
C15Fe80P5 AC
C17.5Fe77.5P5 AC
C2.5Fe85P12.5 CR
C5Fe85P10 CR
C7.5Fe85P7.5 CR
C10Fe77.5P12.5 AM
C10Fe65Si25 AM
C10Fe70Si20 AM
C12.5Fe65Si22.5 AM
C12.5Fe70Si17.5 AM
C15Fe65Si20 AM
C15Fe70Si15 AM
C17.5Fe65Si17.5 AM
C17.5Fe70Si12.5 AM
C20Fe65Si15 AM
C20Fe70Si10 AM
C22.5Fe65Si12.5 AM
C25Fe65Si10 AM
C20Fe66W14 AM
C20Fe68W12 AM
C22Fe64W14 AM
C22Fe66W12 AM
C22Fe68W10 AM
C5Fe79W16 CR
C6Fe82W12 CR
C6Fe86W8 CR
C6Fe90W4 CR
C7Fe79W14 CR
C10Fe74W16 CR
C10Fe78W12 CR
C10Fe82W8 CR
C10Fe86W4 CR
C14Fe66W20 CR
C14Fe70W16 CR
C14Fe74W12 CR
C14Fe78W8 CR
C14Fe82W4 CR
C16Fe80W4 CR
C17Fe73W10 CR
C18Fe62W20 CR
C18Fe66W16 CR
C18Fe68W14 CR
C18Fe70W12 CR
C18Fe74W8 CR
C18Fe78W4 CR
C20Fe64W16 CR
C20Fe70W10 CR
C20Fe72W8 CR
C20Fe76W4 CR
C22Fe62W16 CR
C22Fe70W8 CR
C22Fe74W4 CR
C10Mo20Ni70 AM
C12Mo20Ni68 AM
C12Mo24Ni64 AM
C14Mo20Ni66 AM
C14Mo24Ni62 AM
C16Mo20Ni64 AM
C16Mo24Ni60 AM
C10Mo24Ni66 AC
C12Mo16Ni72 AC
C12Mo28Ni60 AC
C14Mo28Ni58 AC
C16Mo16Ni68 AC
C18Mo24Ni58 AC
C18Mo28Ni54 AC
C8Mo20Ni72 CR
C8Mo28Ni64 CR
C10Mo32Ni58 CR
C12Mo12Ni76 CR
C18Mo12Ni70 CR
C18Mo16Ni66 CR
C18Mo20Ni62 CR
C0Nb80Si20 AM
C1Nb80Si19 AM
C2Nb80Si18 AM
C4Nb80Si16 AM
C4Nb80Si16 AM
C6Nb80Si14 AM
C8Nb80Si12 AM
C8Nb80Si12 AM
C12.5Ni65Si22.5 AM
C12.5Ni67.5Si20 AM
C15Ni67.5Si17.5 AM
C17.5Ni67.5Si15 AM
C0Ni80Si20 CR
C0Ni85Si15 CR
C0Ni90Si10 CR
C0Ni95Si5 CR
C0Ni1Si0 CR
C5Ni70Si25 CR
C5Ni75Si20 CR
C5Ni80Si15 CR
C5Ni85Si10 CR
C5Ni90Si5 CR
C5Ni95Si0 CR
C10Ni65Si25 CR
C10Ni67.5Si22.5 CR
C10Ni70Si20 CR
C10Ni75Si15 CR
C10Ni80Si10 CR
C10Ni85Si5 CR
C10Ni90Si0 CR
C12.5Ni67.5Si20 CR
C15Ni67.5Si17.5 CR
C15Ni70Si15 CR
C15Ni75Si10 CR
C15Ni80Si5 CR
C15Ni85Si0 CR
C20Ni70Si10 CR
C20Ni75Si5 CR
C20Ni80Si0 CR
C0Si13Zr87 CR
C0Si15Zr85 CR
C0Si17Zr83 CR
C3Si12Zr85 CR
Ca0Cu27La73 AM
Ca0Cu37La63 AM
Ca1Cu27.5La71.5 AM
Ca1Cu37.5La61.5 AM
Ca1.5Cu27.5La71 AM
Ca2Cu28La70 AM
Ca2Cu37.5La60.5 AM
Ca3Cu28.5La68.5 AM
Ca3Cu37.5La59.5 AM
Ca4Cu29La67 AM
Ca4Cu37.5La58.5 AM
Ca5Cu30La65 AM
Ca5Cu37.5La57.5 AM
Ca6Cu31La63 AM
Ca6.5Cu37La56.5 AM
Ca7Cu32La61 AM
Ca7.5Cu36La56.5 AM
Ca8Cu32.5La59.5 AM
Ca8.5Cu33La58.5 AM
Ca8.5Cu35La56.5 AM
Ca9Cu33.5La57.5 AM
Ca25Cu30Mg45 AM
Ca50Cu20Mg30 AM
Ca70Cu0Mg30 AM
Ca70Cu10Mg20 AM
Ca70Cu20Mg10 AM
Ca70Cu30Mg0 AM
Ca75Cu10Mg15 AM
Ca7.5Cu5Mg87.5 AM
Ca7.5Cu10Mg82.5 AM
Ca5Cu10Mg85 AC
Ca11Cu0Mg89 AC
Ca5Cu5Mg90 CR
Ca7.5Cu0Mg92.5 CR
Ca60Ga0Mg40 AM
Ca60Ga5Mg35 AM
Ca60Ga10Mg30 AM
Ca60Ga20Mg20 AM
Ca60Ga30Mg10 AM
Ca10Mg80Zn10 AM
Ca10Mg85Zn5 AM
Ca5Mg85Zn10 AC
Ca7.5Mg82.5Zn10 AC
Ca7.5Mg87.5Zn5 AC
Ca10Mg90Zn0 AC
Ca5Mg90Zn5 CR
Ca7.5Mg92.5Zn0 CR
Ce0Cu20Mg80 AM
Ce0Cu30Mg70 AM
Ce0Cu40Mg60 AM
Ce5Cu10Mg85 AM
Ce5Cu15Mg80 AM
Ce5Cu20Mg75 AM
Ce5Cu25Mg70 AM
Ce5Cu30Mg65 AM
Ce10Cu10Mg80 AM
Ce10Cu15Mg75 AM
Ce10Cu20Mg70 AM
Ce10Cu25Mg65 AM
Ce15Cu15Mg70 AM
Ce15Cu20Mg65 AM
Ce0Cu15Mg85 AC
Ce15Cu25Mg60 AC
Ce20Cu20Mg60 AC
Ce0Cu10Mg90 CR
Ce5Cu5Mg90 CR
Ce10Cu5Mg85 CR
Ce15Cu5Mg80 CR
Ce15Cu10Mg75 CR
Ce20Cu5Mg75 CR
Ce20Cu10Mg70 CR
Ce20Cu15Mg65 CR
Ce20Cu25Mg55 CR
Ce25Cu25Mg50 CR
Ce5Mg75Ni20 AM
Ce5Mg85Ni10 AM
Ce10Mg60Ni30 AM
Ce10Mg70Ni20 AM
Ce10Mg72Ni18 AM
Ce10Mg75Ni15 AM
Ce10Mg80Ni10 AM
Ce10Mg85Ni5 AM
Ce15Mg75Ni10 AM
Ce20Mg50Ni30 AM
Ce20Mg60Ni20 AM
Ce0Mg80Ni20 AM
Ce0Mg85Ni15 AM
Ce0Mg90Ni10 AM
Ce5Mg75Ni20 AM
Ce5Mg85Ni10 AM
Ce10Mg60Ni30 AM
Ce10Mg70Ni20 AM
Ce10Mg72Ni18 AM
Ce10Mg75Ni15 AM
Ce10Mg80Ni10 AM
Ce10Mg85Ni5 AM
Ce15Mg75Ni10 AM
Ce20Mg50Ni30 AM
Ce20Mg60Ni20 AM
Ce5Mg90Ni5 AC
Ce20Mg40Ni40 AC
Ce20Mg70Ni10 AC
Ce30Mg40Ni30 AC
Ce0Mg70Ni30 CR
Ce10Mg90Ni0 CR
Ce10Mg80Ni10 AM
Ce3Mg85Zn12 AM
Co70Cr10P20 AM
Co66Cr18Zr16 AM
Co67.5Cr16Zr16.5 AM
Co69Cr14Zr17 AM
Co71Cr12Zr17 AM
Co72.5Cr10Zr17.5 AM
Co72.8Cr20Zr7.2 AM
Co74.5Cr8Zr17.5 AM
Co75Cr18Zr7 AM
Co76.5Cr6Zr17.5 AM
Co77.5Cr16Zr6.5 AM
Co78.5Cr4Zr17.5 AM
Co80Cr14Zr6 AM
Co81Cr2Zr17 AM
Co82Cr12Zr6 AM
Co84Cr0Zr16 AM
Co84Cr10Zr6 AM
Co85.5Cr8Zr6.5 AM
Co87.2Cr6Zr6.8 AM
Co88.5Cr4Zr7.5 AM
Co89.7Cr2Zr8.3 AM
Co91Cr0Zr9 AM
Co60Cr30Zr10 AM
Co65Cr25Zr10 AM
Co70Cr20Zr10 AM
Co75Cr15Zr10 AM
Co80Cr10Zr10 AM
Co85Cr5Zr10 AM
Co90Cr0Zr10 AM
Co75.4Cr12.6Zr12 AM
Co77Cr11.6Zr11.4 AM
Co78Cr11.2Zr10.8 AM
Co79Cr10.6Zr10.4 AM
Co80Cr10Zr10 AM
Co81.2Cr9.6Zr9.2 AM
Co83.4Cr8.3Zr8.3 AM
Co85Cr5Zr10 AM
Co90Cr0Zr10 AM
Co72.9Cr17.1Zr10 AM
Co0Fe90Zr10 AM
Co10Fe80Zr10 AM
Co18Fe72Zr10 AM
Co30Fe60Zr10 AM
Co45Fe45Zr10 AM
Co60Fe30Zr10 AM
Co72Fe18Zr10 AM
Co0Fe90Zr10 AM
Co9Fe81Zr10 AM
Co18Fe72Zr10 AM
Co27Fe63Zr10 AM
Co36Fe54Zr10 AM
Co54Fe36Zr10 AM
Co72Fe18Zr10 AM
Co90Fe0Zr10 AM
Co0Fe90Zr10 AM
Co4Fe86Zr10 AM
Co10Fe80Zr10 AM
Co20Fe70Zr10 AM
Co30Fe60Zr10 AM
Co40Fe50Zr10 AM
Co50Fe40Zr10 AM
Co60Fe30Zr10 AM
Co70Fe20Zr10 AM
Co80Fe10Zr10 AM
Co85Fe5Zr10 AM
Co90Fe0Zr10 AM
Co80Fe10Zr10 AM
Co85Fe5Zr10 AM
Co90Fe0Zr10 AM
Co0Fe90Zr10 AM
Co4Fe86Zr10 AM
Co10Fe80Zr10 AM
Co30Fe60Zr10 AM
Co60Fe30Zr10 AM
Co90Fe0Zr10 AM
Co72Fe18Zr10 AM
Co0Fe30Zr70 AM
Co0Fe91Zr9 AM
Co30Fe0Zr70 AM
Co55Fe0Zr45 AM
Co85Fe0Zr15 AM
Co0Fe90Zr10 AM
Co9Fe81Zr10 AM
Co22.5Fe67.5Zr10 AM
Co45Fe45Zr10 AM
Co67.5Fe22.5Zr10 AM
Co90Fe0Zr10 AM
Co0Fe90Zr10 AM
Co4Fe86Zr10 AM
Co10Fe80Zr10 AM
Co20Fe70Zr10 AM
Co30Fe60Zr10 AM
Co40Fe50Zr10 AM
Co10Fe80Zr10 AM
Co40Fe50Zr10 AM
Co70.6Gd14Mo15.4 AM
Co72.8Gd19.4Mo7.8 AM
Co73Gd12.9Mo14.1 AM
Co75.6Gd8.4Mo16 AM
Co30Hf67P3 AM
Co33Hf67P0 AM
Co24Hf67Si9 AM
Co33Hf67Si0 AM
Co0Mn90Zr10 AM
Co2Mn88Zr10 AM
Co5Mn85Zr10 AM
Co10Mn80Zr10 AM
Co65.5Mo20Zr14.5 AM
Co67Mo18Zr15 AM
Co68.6Mo16Zr15.4 AM
Co70.3Mo14Zr15.7 AM
Co72Mo12Zr16 AM
Co74Mo10Zr16 AM
Co74.8Mo20Zr5.2 AM
Co75.7Mo8Zr16.3 AM
Co77Mo18Zr5 AM
Co77.5Mo6Zr16.5 AM
Co79Mo16Zr5 AM
Co79.7Mo4Zr16.3 AM
Co81Mo14Zr5 AM
Co82Mo2Zr16 AM
Co83Mo12Zr5 AM
Co84Mo0Zr16 AM
Co84.8Mo10Zr5.2 AM
Co86.5Mo8Zr5.5 AM
Co88Mo6Zr6 AM
Co89Mo4Zr7 AM
Co90Mo2Zr8 AM
Co91Mo0Zr9 AM
Co80Mo9.5Zr10.5 AM
Co74.5Mo13Zr12.5 AM
Co78Mo10.8Zr11.2 AM
Co79.5Mo10Zr10.5 AM
Co80Mo10Zr10 AM
Co81.6Mo9Zr9.4 AM
Co82.4Mo8.6Zr9 AM
Co85Mo5Zr10 AM
Co86.2Mo6.4Zr7.4 AM
Co90Mo0Zr10 AM
Co2Ni77P21 AM
Co2Ni78.5P19.5 AM
Co2Ni80P18 AM
Co3.5Ni75.5P21 AM
Co3.5Ni77P19.5 AM
Co3.5Ni78.5P18 AM
Co5Ni74P21 AM
Co5Ni75.5P19.5 AM
Co5Ni77P18 AM
Co7Ni72P21 AM
Co7Ni73.5P19.5 AM
Co7Ni75P18 AM
Co9Ni72P19 AM
Co2Ni76P22 CR
Co2Ni81P17 CR
Co3.5Ni74.5P22 CR
Co3.5Ni79.5P17 CR
Co5Ni73P22 CR
Co5Ni78P17 CR
Co7Ni71P22 CR
Co7Ni76P17 CR
Co9Ni69.5P21.5 CR
Co9Ni74P17 CR
Co10Ni68.5P21.5 CR
Co10Ni71P19 CR
Co10Ni73P17 CR
Co12.5Ni66P21.5 CR
Co12.5Ni68.5P19 CR
Co12.5Ni70.5P17 CR
Co14Ni64.5P21.5 CR
Co14Ni67P19 CR
Co14Ni69P17 CR
Co16Ni65P19 CR
Co0Ni50Ta50 AM
Co10Ni40Ta50 AM
Co80Ni10Zr10 AM
Co85Ni5Zr10 AM
Co88Ni2Zr10 AM
Co90Ni0Zr10 AM
Co30Ni20Zr50 AM
Co0Ni33Zr67 AM
